x_1,x_2,y
7.903325056935706040e-04,8.551197194514371935e-02,0.0
4.172034599118273034e-03,3.214385477987883460e-02,1.0
8.689817809253039217e-04,4.735349706449423941e-03,1.0
1.004857844149589698e-03,4.577211413770354217e-03,1.0
8.080112514285933039e-04,3.446647977689206669e-03,1.0
1.338519371686500191e-03,7.041469372256626419e-03,1.0
1.253048067536330790e-03,9.458681326326866604e-03,1.0
8.714200281963017675e-04,6.259020189661703565e-03,1.0
1.788412921944399154e-03,1.002793702677689039e-02,1.0
2.400357499719363644e-03,1.347697720485104694e-02,1.0
3.528684748248031165e-04,3.409842031191567813e-02,0.0
1.069495136333856915e-03,9.805853574433787134e-02,0.0
1.343410956192312355e-03,7.804144736995363013e-03,1.0
1.115054028520237909e-03,9.873343313433662061e-02,0.0
7.509258976527153403e-04,7.257152436963695830e-02,0.0
2.858653271720309943e-03,1.743434481034674202e-02,1.0
6.862165809662777076e-04,7.575573178901787164e-02,0.0
8.444649657682685908e-04,5.996562069516629852e-03,1.0
7.944962322605139942e-04,7.328929420193466826e-02,0.0
1.250064385070004478e-03,1.037005958706027769e-01,0.0
1.396312848441508270e-03,6.870041302741695770e-03,1.0
1.382979142398621649e-03,8.332066588736928084e-03,1.0
1.557666125999072372e-03,1.221425524901871562e-01,0.0
1.098354310864161840e-03,1.041880967680021142e-01,0.0
7.996676525333282605e-04,6.519548602441466514e-03,1.0
1.034162369427077833e-03,8.150004687936089620e-02,0.0
8.267870993311860145e-04,8.028231578037549332e-02,0.0
1.199437462615419742e-03,6.707000685727092584e-03,1.0
1.677758440109404330e-03,7.744144728664506018e-03,1.0
1.331511934296831156e-03,1.334553599558187809e-01,0.0
4.493195592867646319e-04,4.916508211904707659e-02,0.0
9.902068278056523534e-04,6.771240341889033995e-03,1.0
6.416657698825283104e-04,5.501020909377665746e-02,0.0
1.305163261770614543e-03,9.132498401189981588e-03,1.0
3.034429846301749871e-04,3.119789462767591851e-02,0.0
1.403734659795983705e-03,7.146594450018632638e-03,1.0
9.080997744863280371e-04,3.115669166363849076e-03,1.0
1.561965932095215693e-03,8.253203354900366662e-03,1.0
